playlist,track_id,track_name,artist,artist_id,artist_image,album,album_image,popularity,duration_ms,track_name_y,artist_y,album_y,genre,subgenre,danceability,energy,mood,release_year,era,lyrics_theme,instrumentalness,explicit,similaridade
Top 50 Mundo,7so0lgd0zP2Sbgs2d7a1SZ,Die With A Smile,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,,MAYHEM,https://i.scdn.co/image/ab67616d0000b273b0860cf0a98e09663c82290c,86,251667,Die With A Smile,Lady Gaga,MAYHEM,Pop/Soul,Soft Rock/Pop Ballad,0.5,0.55,"romantic, emotive",2024,2020s,"Amor eterno, querer morrer ao lado de quem se ama",0.01,False,0.3622453408981935
Top 50 Brasil,0IBCX7PC9NcfFLuyoHxTNt,Escondendo o Ouro - Ao Vivo,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,,"Magia das Estrelas, Vol. 1 (Ao Vivo)",https://i.scdn.co/image/ab67616d0000b2730b080d4f0af2da9451318a2b,82,171207,Escondendo o Ouro - Ao Vivo,Zé Neto & Cristiano,"Magia das Estrelas, Vol. 1 (Ao Vivo)",Sertanejo,Sertanejo Sofrência,0.55,0.6000000000000001,"Melancholic, heartbroken, emotional",2023,2020s,"Hiding feelings, secret love/affair, emotional pain",0.1,False,0.3616271413811899
Top 50 Brasil,3M4HJl7D77l86gL1QXGJHG,Saudade Burra - Ao Vivo,Lauana Prado,6TYimByryGphZCtwYopH0y,,Transcende (Ao Vivo),https://i.scdn.co/image/ab67616d0000b273e3079216d2d0ab407065fb3b,76,157173,Saudade Burra - Ao Vivo,Lauana Prado,Transcende (Ao Vivo),Sertanejo,Sertanejo Sofrência,0.55,0.6000000000000001,"Melancholic, nostalgic, heartbroken",2023,2020s,"Longing for an ex, irrational nostalgia, heartbreak",0.1,False,0.35902865533198136
Top 50 Brasil,4y93vvzu2h8MITw7YyUTcI,Última Saudade - Ao Vivo,Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,,Manifesto Musical 2 (Ao Vivo / Vol.1),https://i.scdn.co/image/ab67616d0000b2732774b00531d558bc19e12a24,80,150449,Última Saudade - Ao Vivo,Henrique & Juliano,Manifesto Musical 2 (Ao Vivo / Vol.1),Sertanejo,Sertanejo Sofrência,0.55,0.6000000000000001,"Melancholic, nostalgic, reflective",2023,2020s,"Longing, missing someone, past relationships",0.1,False,0.35848087376545745
Top 50 Brasil,5aMgTcyBPH90hWHhbNKTwR,Entregador de Flor - Ao Vivo em Brasília,Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,,Diego & Victor Hugo Ao Vivo em Brasília,https://i.scdn.co/image/ab67616d0000b273deb164b57dd85d716ba3f252,79,190276,Entregador de Flor - Ao Vivo em Brasília,Diego & Victor Hugo,Diego & Victor Hugo Ao Vivo em Brasília,Sertanejo,Sertanejo Sofrência,0.55,0.6000000000000001,"Romantic, melancholic, longing",2023,2020s,"Sending flowers, longing for someone, romantic gesture",0.1,False,0.35803069523998143
Top anos 2010,2rDwdvBma1O1eLzo29p2cr,Whataya Want from Me,Adam Lambert,6prmLEyn4LfHlD9NnXWlf7,,For Your Entertainment,https://i.scdn.co/image/ab67616d0000b273fe0d9870d6d8e18c3a00c658,61,227320,Whataya Want from Me,Adam Lambert,For Your Entertainment,Pop,Pop Rock,0.55,0.8,emotional,2009,2000s,"misunderstanding, wanting acceptance, relationship struggles",0.0,False,0.356107013666776
Top 50 Brasil,4HgSxgv95es0rsPRS98nKZ,Segundo Amor da Sua Vida,Marília Mendonça,1yR65psqiazQpeM79CcGh8,,Segundo Amor da Sua Vida,https://i.scdn.co/image/ab67616d0000b2737fd2dd79d1107cd7078d6c4e,72,159018,Segundo Amor da Sua Vida,Marília Mendonça,Segundo Amor da Sua Vida,Sertanejo,Sertanejo Sofrência,0.5,0.5,"Sad, melancholic, heartbroken, emotional",2022,2020s,"Love triangle, being the 'other person', heartbreak",0.1,False,0.35461971707643686
Top anos 2000,0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,U2,51Blml2LZPmy7TTiAg47vQ,,All That You Can't Leave Behind,https://i.scdn.co/image/ab67616d0000b27338fa0dfe55b1ff2e8c962bae,73,248400,Beautiful Day,U2,All That You Can't Leave Behind,Alternative Rock,"Pop Rock, Arena Rock",0.55,0.88,"Uplifting, hopeful, inspiring",2000,2000s,"Hope, appreciation for life, finding beauty in adversity",0.1,False,0.3533800182370596
"Top 70, 80 e 90",6bHJK5foTbt9sWHYWSqG3x,You Know What to Do,Carly Simon,4FtSnMlCVxCswABUmdhwpm,,Hello Big Man,https://i.scdn.co/image/ab67616d0000b273dd1c83f5c18588688b3c9cf7,45,252120,You Know What to Do,Carly Simon,Hello Big Man,Pop Rock,Soft Rock,0.5,0.5,reflective,1983,1980s,"love, reassurance, understanding",0.1,False,0.35110645739058033
"Top 70, 80 e 90",0yfNXxlyXdmP0ue1iJijx1,Come Undone,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,,Duran Duran,https://i.scdn.co/image/ab67616d0000b2735d11c2fe73a7d376d3b06107,76,256519,Come Undone,Duran Duran,Duran Duran,Pop Rock,New Wave,0.55,0.6000000000000001,Romantic,1993,1990s,"Love, intimacy, devotion",0.08,False,0.3508930021949214
"Top 70, 80 e 90",57h06SZNL6LJ3YKZ1UGCeu,Sadeness,Enigma,3DmG65yHQsMms7WAvrZOdt,,Love Sensuality Devotion: The Greatest Hits,https://i.scdn.co/image/ab67616d0000b273251898236cf85ac01d71793a,62,255533,Sadeness,Enigma,Love Sensuality Devotion: The Greatest Hits,New Age,Downtempo,0.4,0.4,mysterious,1990,1990s,"sensuality, spirituality, introspection",0.4,False,0.3479430638131905
Top anos 2010,1GxHeBvQ9935Dd3cSfsfBa,Best I Ever Had,Drake,3TVXtAsR1Inumwj472S9r4,,Thank Me Later (Int'l Version),https://i.scdn.co/image/ab67616d0000b27372babba16ea5e3afe690b4f1,56,258760,Best I Ever Had,Drake,Thank Me Later (Int'l Version),Hip Hop,Pop Rap,0.55,0.6000000000000001,Romantic,2009,2000s,"Love, intimacy, praising a girlfriend, celebrating a relationship",0.05,True,0.3443669555019014
Top anos 2010,1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,,My Beautiful Dark Twisted Fantasy,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,78,351946,Devil In A New Dress,Kanye West,My Beautiful Dark Twisted Fantasy,Hip Hop,Soulful Hip Hop,0.55,0.6000000000000001,luxurious,2010,2010s,"temptation, desire, complex relationships, lavish lifestyle",0.05,True,0.34205385386981346
Top 50 Mundo,55lijDD6OAjLFFUHU9tcDm,WHERE IS MY HUSBAND!,RAYE,5KKpBU5eC2tJDzf0wmlRp2,,WHERE IS MY HUSBAND!,https://i.scdn.co/image/ab67616d0000b2737cc8cee5c81409833e540974,92,196795,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,R&B/Pop,Neo-Soul,0.5,0.5,"anxious, dramatic",2024,2020s,"Preocupação, busca por um parceiro",0.05,False,0.33868335221932117
"Top 70, 80 e 90",0odIT9B9BvOCnXfS0e4lB5,Bette Davis Eyes,Kim Carnes,5PN2aHIvLEM98XIorsPMhE,,Mistaken Identity,https://i.scdn.co/image/ab67616d0000b2738ccc17f29764d812062204a8,79,228000,Bette Davis Eyes,Kim Carnes,Mistaken Identity,Pop Rock,New Wave,0.55,0.6000000000000001,Cool,1981,1980s,"Seduction, allure, femme fatale",0.05,False,0.336238940211021
Top 50 Mundo,03bTIHJElXZ0O0jqOQvAbY,Father Figure,Taylor Swift,06HL4z0CvFAxyc27GXpf02,,The Life of a Showgirl,https://i.scdn.co/image/ab67616d0000b273d7812467811a7da6e6a44902,94,212777,Father Figure,Taylor Swift,The Life of a Showgirl,Pop,Pop/Soft Rock,0.55,0.65,"confident, cool",2025,2020s,"Relação mentor-protegido, vingança, traição (referência à disputa de masters)",0.0,True,0.3361457724261202
Top anos 2000,60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,,Hybrid Theory (Bonus Edition),https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,89,216880,In the End,Linkin Park,Hybrid Theory (Bonus Edition),Nu Metal,Rap Rock,0.55,0.92,"Angry, frustrated, despairing",2000,2000s,"Frustration, failure, self-doubt, betrayal",0.08,False,0.3256356096212573
Top 50 Mundo,7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,,The Idol Episode 4 (Music from the HBO Original Series),https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262,91,244684,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),R&B/Pop,Alt R&B,0.5,0.5,"dark, sensual",2023,2020s,"Submissão, fetiches, poder",0.0,True,0.3255450322507553
"Top 70, 80 e 90",2VN7uPrbryJ7nE2MXX3f9a,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,26bcq2nyj5GB7uRr558iQg,,Survivor Greatest Hits,https://i.scdn.co/image/ab67616d0000b2734ea1fd36ef7d78214011371c,71,230106,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,Survivor Greatest Hits,Rock,Arena Rock/Hard Rock,0.55,0.85,"motivational, intense",1985,1980s,"Batalha, luta, superação",0.0,False,0.32224134619069056
Top 50 Mundo,27xkOIER6uDLKALIelHylZ,Don’t Say You Love Me,Jin,5vV3bFXnN6D6N3Nj4xRvaV,,Echo,https://i.scdn.co/image/ab67616d0000b27389228504f700641956e29f5d,88,180716,Don’t Say You Love Me,Jin,Echo,Pop,Pop Balada,0.5,0.5,"soft, unresolved",2025,2020s,"Dificuldade de terminar, ambivalência no amor",0.01,False,0.3207558213877299
Top anos 2000,6ZLGthToczpvnL5Eoy6yrY,Pure Shores,All Saints,5TDVKqW9uhqGjwwwKGuma4,,Saints & Sinners,https://i.scdn.co/image/ab67616d0000b273c919cc963e27a28375201a5a,64,268746,Pure Shores,All Saints,Saints & Sinners,Pop,Dream Pop,0.55,0.58,dreamy,2000,2000s,"escape, tranquility, longing",0.05,False,0.3169033572900215
Top anos 2000,5nwT95l5rMdQPaydjGh32q,"Amor I Love You / Citação: Trecho da Obra Intitulada ""Primo Basilio"" De Eça de Queiroz Declamado por Arnaldo Antunes",Marisa Monte,0rSTXALHu0EKAawPLBdODH,,"Memórias, Crônicas e Declarações de Amor",https://i.scdn.co/image/ab67616d0000b273b8b0cd2aba0baaf566bcd625,65,191933,"Amor I Love You / Citação: Trecho da Obra Intitulada ""Primo Basilio"" De Eça de Queiroz Declamado por Arnaldo Antunes",Marisa Monte,"Memórias, Crônicas e Declarações de Amor",MPB,Pop/Romântico,0.5,0.45,"sentimental, tender",2000,2000s,"Declaração de amor, reflexão literária",0.1,False,0.3101388027266476
Top anos 2000,6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,3 Doors Down,2RTUTCvo6onsAnheUk3aL9,,The Better Life,https://i.scdn.co/image/ab67616d0000b2732868c4713a3912fd476b42f1,81,233933,Kryptonite,3 Doors Down,The Better Life,Post-Grunge,Alternative Rock,0.58,0.85,"Intense, questioning, powerful",2000,2000s,"Feeling watched, self-doubt, vulnerability",0.08,False,0.309670102326508
Top 50 Brasil,25CffgwZg6vlUdCsHJijZo,Baqueado - Ao Vivo,Panda,5qIpstBGrGteJZg1xIvbiz,,Panda Sem Moderação (Ao Vivo),https://i.scdn.co/image/ab67616d0000b27325bbba1d86fca54672a86c5b,81,146750,Baqueado - Ao Vivo,Panda,Panda Sem Moderação (Ao Vivo),Sertanejo,Sertanejo Sofrência,0.58,0.62,"Melancholic, heartbroken, emotional",2023,2020s,"Heartbreak, sadness, emotional distress",0.1,False,0.30789685789401877
Top 50 Brasil,5k7JSycp97vL45zSOoUsTE,Seja Ex - Ao Vivo,Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,,Manifesto Musical 2 (Ao Vivo / Vol.1),https://i.scdn.co/image/ab67616d0000b2732774b00531d558bc19e12a24,79,192034,Seja Ex - Ao Vivo,Henrique & Juliano,Manifesto Musical 2 (Ao Vivo / Vol.1),Sertanejo,Sertanejo Sofrência,0.58,0.62,"Reflective, sad, heartbroken, emotional",2023,2020s,"Moving on from an ex, emotional pain, self-preservation",0.1,False,0.3060691384269192
"Top 70, 80 e 90",4oDZ5L8izBals6jKBJDBcX,Your Love,The Outfield,1zxDewzd2j1ZdSBGaYcr0y,,Play Deep,https://i.scdn.co/image/ab67616d0000b273d8b8307316208d35b9d7094d,5,216466,Your Love,The Outfield,Play Deep,Pop Rock,Power Pop,0.6000000000000001,0.75,romantic,1985,1980s,"unrequited love, desire, longing",0.15,False,0.3053558884256002
Top anos 2000,1TIvODlICRKM5uhbKbNFGA,Tempos Modernos,Lulu Santos,0A1oy7PC7fdzURgaLaWkL1,,Lulu Acústico,https://i.scdn.co/image/ab67616d0000b2735245d513567fe12a726e60d4,62,224906,Tempos Modernos,Lulu Santos,Lulu Acústico,Pop,MPB,0.55,0.6000000000000001,optimistic,2000,2000s,"hope, change, future, love (originally 1982, acoustic version 2000)",0.0,False,0.3020036199134366
Top 50 Brasil,0qZwqMsGSClyrKzbVbRto9,Vai Cair Água - Ao Vivo,Diego & Arnaldo,0CrGLmfVKzk9rAyiNb91ft,,RESENHA NATORA (Ao Vivo),https://i.scdn.co/image/ab67616d0000b2734892904beeeb9f64ea9a7c8f,72,150936,Vai Cair Água - Ao Vivo,Diego & Arnaldo,RESENHA NATORA (Ao Vivo),Sertanejo,Sertanejo Universitário,0.6000000000000001,0.68,"Melancholic, reflective, emotional",2023,2020s,"Heartbreak, tears, emotional pain",0.1,False,0.3015175507501452
Top 50 Mundo,0xxZY5C9xxij3D1HkzbnfC,Monster Mash,"Bobby ""Boris"" Pickett",42MRYPhQfcEXqb18dl5ERX,,The Original Monster Mash,https://i.scdn.co/image/ab67616d0000b273edf6710f9c0cd81e37fcaf3d,83,192040,Monster Mash,"Bobby ""Boris"" Pickett",The Original Monster Mash,Novelty,Pop-Rock/Halloween,0.55,0.6000000000000001,playful,1962,1960s,"Monstros, festa de Halloween",0.0,False,0.2991679380960859
"Top 70, 80 e 90",7r8Yc8CBLuk18OJ89u5ou8,I Want To Break Free - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,,The Works (Deluxe Edition 2011 Remaster),https://i.scdn.co/image/ab67616d0000b2736cb222fb74baa50762465044,0,198773,I Want To Break Free - Remastered 2011,Queen,The Works (Deluxe Edition 2011 Remaster),Rock,Pop Rock,0.6000000000000001,0.7000000000000001,liberating,1984,1980s,"freedom, breaking constraints, individuality",0.15,False,0.29622575595603406
"Top 70, 80 e 90",1v2zyAJrChw5JnfafSkwkJ,Shiny Happy People,R.E.M.,4KWTAlx2RvbpseOGMEmROg,,Out Of Time (25th Anniversary Edition),https://i.scdn.co/image/ab67616d0000b273e2dd4e821bcc3f70dc0c8ffd,72,225786,Shiny Happy People,R.E.M.,Out Of Time (25th Anniversary Edition),Alternative Rock,Jangle Pop,0.6000000000000001,0.75,Happy,1991,1990s,"Happiness, community, simple joys",0.05,False,0.2838025757515853
Top 50 Mundo,1qbmS6ep2hbBRaEZFpn7BX,Man I Need,Olivia Dean,00x1fYSGhdqScXBRpSj3DW,,Man I Need,https://i.scdn.co/image/ab67616d0000b273e3d69e17dde129037a1f09e2,95,184000,Man I Need,Olivia Dean,Man I Need,Soul/R&B,Pop Soul,0.5,0.45,"romantic, soulful",2024,2020s,"Desejo, necessidade de um parceiro",0.0,False,0.2811746568260494
"Top 70, 80 e 90",0DnA2DyUwy0W4xMYtRxocL,Who Can It Be Now?,Men At Work,0f3EsoviYnRKTkmayI3cux,,Super Hits,https://i.scdn.co/image/ab67616d0000b273bb6c7e266d0e9ed210affd48,56,200293,Who Can It Be Now?,Men At Work,Super Hits,New Wave,Ska Pop,0.6000000000000001,0.7000000000000001,Anxious,1981,1980s,"Paranoia, desire for solitude",0.05,False,0.27839540543421093
"Top 70, 80 e 90",3TieIQTlipul7oxGldyX09,Big in Japan - Single Version; 2019 Remaster,Alphaville,0xliTEbFfy5HQHvsTknTkX,,Forever Young (Super Deluxe Edition; 2019 Remaster),https://i.scdn.co/image/ab67616d0000b273c5c6cddc4cdce692d2c9c630,66,234693,Big in Japan - Single Version; 2019 Remaster,Alphaville,Forever Young (Super Deluxe Edition; 2019 Remaster),Synth-pop,New Wave,0.6000000000000001,0.65,melancholic,1984,1980s,"drug addiction, escapism, false hope",0.1,False,0.27269956657114963
"Top 70, 80 e 90",2SPU97neddixGZ3wCMLAwx,Too Late For Goodbyes,Julian Lennon,4Tvos0a5rRrBu4Oodu5f79,,Valotte,https://i.scdn.co/image/ab67616d0000b273330dbac44727597c630fa8b4,53,214645,Too Late For Goodbyes,Julian Lennon,Valotte,Pop Rock,Synth-pop,0.6000000000000001,0.65,melancholic,1984,1980s,"lost love, regret, parting",0.1,False,0.27239376411370003
Top 50 Brasil,2j7IPPMZt5nE5R4r2AbKZ8,12 Horas / Pra Você Acreditar - Ao Vivo,Panda,5qIpstBGrGteJZg1xIvbiz,,Cê Tá Doido (São José Do Rio Preto) [Ao Vivo],https://i.scdn.co/image/ab67616d0000b27352ae193e416c6c9d974aa11a,76,250453,12 Horas / Pra Você Acreditar - Ao Vivo,Panda,Cê Tá Doido (São José Do Rio Preto) [Ao Vivo],Sertanejo,Sertanejo Sofrência,0.6000000000000001,0.65,"Romantic, longing, emotional",2023,2020s,"Love, belief, commitment, reconciliation",0.1,False,0.26970255596843523
Top 50 Brasil,44CTudFZ0kbaIF9n0jk7oU,Ilusão De Ótica - Ao Vivo,Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,,Envolvente (Ao Vivo / Vol.2),https://i.scdn.co/image/ab67616d0000b273525edab604386ce3fce89cc5,79,179504,Ilusão De Ótica - Ao Vivo,Matheus & Kauan,Envolvente (Ao Vivo / Vol.2),Sertanejo,Sertanejo Universitário,0.6000000000000001,0.65,"Romantic, emotional, reflective",2023,2020s,"Love, illusion, passion, relationships",0.1,False,0.26968608170987884
Top 50 Brasil,1I6TdHxz61Kf9EFje0dQvg,OLHO MARROM - Ao Vivo em Lisboa,Luan Santana,3qvcCP2J0fWi0m0uQDUf6r,,OLHO MARROM - Ao Vivo em Lisboa,https://i.scdn.co/image/ab67616d0000b2731063e4a2b6e169864183b897,79,145491,OLHO MARROM - Ao Vivo em Lisboa,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,Sertanejo,Pop Sertanejo,0.6000000000000001,0.65,"Romantic, passionate, nostalgic",2023,2020s,"Love, attraction, specific physical features (brown eyes)",0.1,False,0.2674607582551438
"Top 70, 80 e 90",5b3NxkCIUD5Yo8OTj3eEum,"Torch - Original 7"" Single Version",Soft Cell,6aq8T2RcspxVOGgMrTzjWc,,Non-Stop Erotic Cabaret,https://i.scdn.co/image/ab67616d0000b27349c982dae436bac27c336f45,45,248266,"Torch - Original 7"" Single Version",Soft Cell,Non-Stop Erotic Cabaret,Synth-Pop,New Wave,0.6000000000000001,0.65,"dark, dramatic",1982,1980s,"Obsessão, perda de amor",0.05,False,0.2638045247568367
Top anos 2010,4YYHgF9dWyVSor0GtrBzdf,Te Amo,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,,Rated R,https://i.scdn.co/image/ab67616d0000b273ab647295c0c97446c1f1a3b5,70,208426,Te Amo,Rihanna,Rated R,Pop,Latin Pop,0.55,0.5,Sensual,2009,2000s,"Being pursued by someone of the same sex, feeling conflicted, sexual tension, expressing love in Spanish",0.08,True,0.25898410851182463
Top 50 Mundo,42VUCXerQ5qTr4Qp6PhKo4,Tears,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,,Man’s Best Friend,https://i.scdn.co/image/ab67616d0000b273b1863bf95557ea7f357c4947,92,160183,Tears,Sabrina Carpenter,Man’s Best Friend,Pop,Pop Balada,0.5,0.4,"sad, emotional",2025,2020s,"Tristeza, fim de relacionamento",0.0,False,0.2525070876197006
Top anos 2000,2TTYIwTM2iLC1YOyHuhRMt,Lucky,Britney Spears,26dSoYclwsYLMAKD3tpOr4,,Oops!... I Did It Again,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,73,206226,Lucky,Britney Spears,Oops!... I Did It Again,Pop,Teen Pop,0.6000000000000001,0.7000000000000001,melancholic,2000,2000s,"loneliness, fame, inner struggle",0.0,False,0.23159378297440752
Top 50 Mundo,17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,33qOK5uJ8AR2xuQQAhHump,,I've Tried Everything But Therapy (Part 1),https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace,89,210688,Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),Soul,Pop Soul/R&B,0.6000000000000001,0.75,"passionate, powerful",2023,2020s,Perder o controle emocional por amor,0.0,False,0.2299977721719734
"Top 70, 80 e 90",3VwLD5o1r0YBLkjUfgSEYg,Das Model,Kraftwerk,0dmPX6ovclgOy8WWJaFEUU,,3-D Der Katalog (German Version),https://i.scdn.co/image/ab67616d0000b2736f4cbe4000d08e065bca58e2,53,219606,Das Model,Kraftwerk,3-D Der Katalog (German Version),Electronic,Synth-Pop,0.6000000000000001,0.6000000000000001,Cool,1978,1970s,"Objectification, fashion, celebrity",0.15,False,0.22952093552674188
Top anos 2010,3b6xCACNK394ceWfKz9DUM,Esquecimento,Skank,4C4kpaAdp6aKSkguw40SsU,,Velocia,https://i.scdn.co/image/ab67616d0000b2730a35d6cc881e6d56fa23372f,54,277133,Esquecimento,Skank,Velocia,Rock,Pop Rock,0.6000000000000001,0.75,reflective,2014,2010s,"memory, forgetting, the passage of time",0.0,False,0.22433621208168603
Top 50 Mundo,7qjZnBKE73H4Oxkopwulqe,back to friends,sombr,4G9NDjRyZFDlJKMRL8hx3S,,I Barely Know Her,https://i.scdn.co/image/ab67616d0000b273d2eb391e0b3c3bc21c127db6,91,199032,back to friends,sombr,I Barely Know Her,Indie Pop,Alt-Pop,0.6000000000000001,0.7000000000000001,"melancholic, reflective",2025,2020s,"Fim de relacionamento, amizade",0.0,False,0.22326169711266805
Top anos 2010,0RZyUsKfiC7MtiGKatCtGc,Misery,Maroon 5,04gDigrS5kc9YWfZHwBETP,,Hands All Over (Revised International Standard version),https://i.scdn.co/image/ab67616d0000b2739585ff55fff75c5c07a619cb,66,216200,Misery,Maroon 5,Hands All Over (Revised International Standard version),Pop,Pop Rock,0.6000000000000001,0.8,melancholic,2010,2010s,"breakup, heartbreak, emotional pain",0.0,False,0.22176772237656
Top 50 Mundo,7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1oSPZhvZMIrWW5I41kPkkY,,MUSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec,86,170887,Who,Jimin,MUSE,Pop,K-Pop/R&B,0.6000000000000001,0.7000000000000001,"pensive, smooth",2024,2020s,"Identidade, busca por um amor",0.0,False,0.21950621940109993
Top anos 2000,1xWqV090Rhpup5egYvqkAs,Perdendo Dentes,Pato Fu,4NSbUIfUAkaedUIm8eJ631,,Isopor,https://i.scdn.co/image/ab67616d0000b2734fbd5e88e646b362affeedbd,40,260800,Perdendo Dentes,Pato Fu,Isopor,Rock,Alternative Rock,0.6000000000000001,0.7000000000000001,playful,2000,2000s,"childhood, memory, the passage of time",0.0,False,0.21950621940109993
Top anos 2010,4vHOJK3A4vxlMjVEBdL8Xs,Rua Augusta,Emicida,2d9LRvQJnAXRijqIJDDs2K,,Emicidio,https://i.scdn.co/image/ab67616d0000b2738e2cc04d7c1ed2beb3216ff2,36,153053,Rua Augusta,Emicida,Emicidio,Hip Hop,Brazilian Hip Hop,0.6000000000000001,0.6000000000000001,Reflective,2010,2010s,"Life in the city, social observations, personal reflections, street life",0.05,True,0.21387171647214148
Top anos 2010,1HHeOs6zRdF8Ck58easiAY,Alejandro,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,,The Fame Monster (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa,70,274213,Alejandro,Lady Gaga,The Fame Monster (Deluxe Edition),Pop,Dance-Pop,0.6000000000000001,0.8,dramatic,2009,2000s,"heartbreak, letting go of past lovers, devotion",0.0,False,0.21364962192305334
"Top 70, 80 e 90",1HPJOoIVdUPuaebxzMrVaD,Words - Original Version 1983,F.R. David,6GnCucI2uDaYj1j39GFxkn,,Words,https://i.scdn.co/image/ab67616d0000b2734742af6d5c9eae5f7f63ee5e,74,208000,Words - Original Version 1983,F.R. David,Words,Synth-pop,Italo-disco,0.6000000000000001,0.6000000000000001,melancholic,1982,1980s,"unspoken feelings, love, communication",0.05,False,0.20812569321328858
Top anos 2010,47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,,Doo-Wops & Hooligans,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,80,220734,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,Pop,Soul-Pop,0.6000000000000001,0.6000000000000001,Romantic,2010,2010s,"Unconditional love, admiring someone's natural beauty, acceptance",0.05,False,0.20469182305587505
Top anos 2000,2YgAAAq8h7nPIMVLVVSHtK,Um Anjo do Céu,Maskavo,4wvAGBushcLkCZ1lEZsYMf,,Já,https://i.scdn.co/image/ab67616d0000b2733e9917ee3490cd296517e604,61,199040,Um Anjo do Céu,Maskavo,Já,Reggae,Pop Rock,0.6000000000000001,0.65,"calm, romantic",2000,2000s,"Amor idealizado, pessoa como anjo",0.0,False,0.20250433116362032
Top anos 2010,5yqbISO0lUFwY3wdrLgiR0,Eu Gosto Dela,Emicida,2d9LRvQJnAXRijqIJDDs2K,,Emicidio,https://i.scdn.co/image/ab67616d0000b2738e2cc04d7c1ed2beb3216ff2,48,197746,Eu Gosto Dela,Emicida,Emicidio,Hip Hop,Brazilian Hip Hop,0.6000000000000001,0.55,Romantic,2010,2010s,"Admiration for a woman, love, appreciating simplicity and beauty",0.08,False,0.18782107610617232
Top anos 2010,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Eminem,7dGJo4pcD2V6oG8kP0tJRR,,Recovery,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,85,263373,Love The Way You Lie,Eminem,Recovery,Hip Hop,Pop Rap,0.6000000000000001,0.9,dark,2010,2010s,"abusive relationships, love-hate, domestic violence",0.0,True,0.18308991291972415
"Top 70, 80 e 90",4ilhAiU52ZiHlfmQbmfhWq,Fourth Rendez-Vous,Jean-Michel Jarre,5MhLmv7GgyjbxGqiIGasvT,,Rendez-Vous,https://i.scdn.co/image/ab67616d0000b2737defa97dd1f0bcc90bc7acfa,42,238226,Fourth Rendez-Vous,Jean-Michel Jarre,Rendez-Vous,Electronic,Ambient,0.5,0.6000000000000001,Atmospheric,1986,1980s,"Instrumental, atmospheric exploration",0.9500000000000001,False,0.17378014482225548
Top anos 2010,7wqojWtf69NNjw3P5wMst6,Felicidade,Marcelo Jeneci,21LI2q2QDyaNjyfXaWWTOE,,Feito Pra Acabar,https://i.scdn.co/image/ab67616d0000b2730f79af98814bfacf5a01ca2b,60,252600,Felicidade,Marcelo Jeneci,Feito Pra Acabar,MPB,Indie Pop,0.6000000000000001,0.55,happy,2010,2010s,"happiness, contentment, simple joys",0.0,False,0.14895796251366242
